Jugador[1], 21:34:39, 21:34:39
Jugador[6], 21:34:41, 21:34:41
Jugador[18], 21:34:44, 21:34:44
Jugador[22], 21:34:46, 21:34:46
Jugador[25], 21:34:47, 21:34:49
Jugador[33], 21:34:49, 21:34:49
Jugador[44], 21:34:52, 21:34:52
Jugador[47], 21:34:53, 21:34:53
Jugador[49], 21:34:54, 21:34:56
Jugador[52], 21:34:55, 21:34:56
Jugador[61], 21:34:58, 21:34:59
Jugador[64], 21:34:59, 21:34:59
Jugador[65], 21:34:59, 21:35:02
Jugador[68], 21:35:00, 21:35:02
Jugador[79], 21:35:03, 21:35:05
Jugador[80], 21:35:04, 21:35:05
Jugador[82], 21:35:04, 21:35:08
Jugador[84], 21:35:05, 21:35:08
Jugador[86], 21:35:05, 21:35:12
Jugador[87], 21:35:06, 21:35:12
Jugador[93], 21:35:08, 21:35:15
Jugador[96], 21:35:09, 21:35:15
Jugador[100], 21:35:12, 21:35:18
Jugador[103], 21:35:12, 21:35:18
Jugador[108], 21:35:15, 21:35:21
Jugador[105], 21:35:15, 21:35:21
Jugador[119], 21:35:18, 21:35:24
Jugador[118], 21:35:18, 21:35:24
